date,username,to,replies,retweets,favorites,text,mentions,formatted_date,geo,hashtags,urls,permalink,ID,author_id,RESPONDER,suicidal?
2020-02-28 20:36:30+00:00,guillotineshout,timetochange646,1,0,4,You told me to kill myself,,Fri Feb 28 20:36:30 +0000 2020,,,,https://twitter.com/guillotineshout/status/1233491187526438915,1.23349118752644E+018,4827521670,spookperson,0
2020-02-28 06:06:50+00:00,guillotineshout,CPAC,1,3,330,"But consider: both parties are the party of the rich, because they serve capital. Workers of the world unite, you have nothing to lose but your chains.",,Fri Feb 28 06:06:50 +0000 2020,,,,https://twitter.com/guillotineshout/status/1233272325824565248,1.23327232582457E+018,4827521670,spookperson,0
2020-02-27 02:00:51+00:00,Coil_Kid,,1,0,10,"Psychiatrist mad libs, I write it and they fill it in and in the most subtle way they can, try and get me to kill myself",,Thu Feb 27 02:00:51 +0000 2020,,,,https://twitter.com/Coil_Kid/status/1232848034872152066,1.23284803487215E+018,9.64967259444826E+017,spookperson,0
2020-02-26 20:36:51+00:00,noastuff,,0,1,3,worst part of this story is i made someone remember their cat died recently i just want to die already,,Wed Feb 26 20:36:51 +0000 2020,,,,https://twitter.com/noastuff/status/1232766499640815618,1.23276649964082E+018,1.23084893202193E+018,memetazaa,1
2020-02-15 03:22:05+00:00,gersxz_,,13,1439,3564,you're the person i want to spend my life with,,Sat Feb 15 03:22:05 +0000 2020,,,,https://twitter.com/gersxz_/status/1228519822197022721,1.22851982219702E+018,9.846625720948E+017,anthonyllaban,0
2020-02-13 11:49:18+00:00,gersxz_,,2,3500,5947,i hate myself for being such a softhearted,,Thu Feb 13 11:49:18 +0000 2020,,,,https://twitter.com/gersxz_/status/1227922693346844676,1.22792269334684E+018,9.846625720948E+017,anthonyllaban,0
2020-02-22 13:03:14+00:00,rjmxrell,,12,3894,5876,i’m too soft and i hate myself for that,,Sat Feb 22 13:03:14 +0000 2020,,,,https://twitter.com/rjmxrell/status/1231202791726702592,1.2312027917267E+018,2584598134,anthonyllaban,0
2020-02-16 11:15:26+00:00,ignacio_aries,,1,99,229,you're the person i want to spend my life with,,Sun Feb 16 11:15:26 +0000 2020,,,,https://twitter.com/ignacio_aries/status/1229001336349265920,1.22900133634927E+018,9.64295493051326E+017,anthonyllaban,0
2020-02-16 04:39:17+00:00,ignacio_aries,,0,159,323,i hate myself for being such a softhearted,,Sun Feb 16 04:39:17 +0000 2020,,,,https://twitter.com/ignacio_aries/status/1228901638301081601,1.22890163830108E+018,9.64295493051326E+017,anthonyllaban,0
2020-02-20 03:10:45+00:00,xtianisabsent,,3,2318,4253,i hate myself for being soft hearted,,Thu Feb 20 03:10:45 +0000 2020,,,,https://twitter.com/xtianisabsent/status/1230328911700971520,1.23032891170097E+018,3193650464,anthonyllaban,0
2020-02-19 00:16:36+00:00,xtianisabsent,,3,1561,3241,the bravest thing i ever did was continuing my life when i wanted to die.,,Wed Feb 19 00:16:36 +0000 2020,,,,https://twitter.com/xtianisabsent/status/1229922695845822464,1.22992269584582E+018,3193650464,anthonyllaban,0
2020-02-28 10:14:50+00:00,HttpsPotato,,1,441,1011,"ever miss yourself potato? the person you were, before you became depressed, before you started hating yourself, before you wanted to die.",,Fri Feb 28 10:14:50 +0000 2020,,,,https://twitter.com/HttpsPotato/status/1233334739802550277,1.23333473980255E+018,438107944,anthonyllaban,2
2020-02-17 11:10:10+00:00,datsmahjude,,6,6515,11417,I hate myself for being soft hearted,,Mon Feb 17 11:10:10 +0000 2020,,,,https://twitter.com/datsmahjude/status/1229362398164729856,1.22936239816473E+018,8.4742674995662E+017,anthonyllaban,0
2020-01-21 11:40:03+00:00,datsmahjude,,3,1542,2913,I'm tired of being compared to others,,Tue Jan 21 11:40:03 +0000 2020,,,,https://twitter.com/datsmahjude/status/1219585446251917313,1.21958544625192E+018,8.4742674995662E+017,anthonyllaban,0
2020-01-16 12:34:44+00:00,_kaelnomore,,1,210,802,"You said you can't live without me, why are you still breathing??",,Thu Jan 16 12:34:44 +0000 2020,,,,https://twitter.com/_kaelnomore/status/1217787267147685888,1.21778726714769E+018,1.1343638105112E+018,anthonyllaban,0
2020-02-04 14:09:34+00:00,chicknaggetts,,0,37,135,i hate myself for being too kind to other ppl,,Tue Feb 04 14:09:34 +0000 2020,,,,https://twitter.com/chicknaggetts/status/1224696501428834310,1.22469650142883E+018,1.21263295021636E+018,anthonyllaban,0
2020-02-23 11:28:07+00:00,MoodFlix,,4,879,1712,"I love talking to you, even when I have nothing to say.",,Sun Feb 23 11:28:07 +0000 2020,,,,https://twitter.com/MoodFlix/status/1231541243156369408,1.23154124315637E+018,1.12230920266639E+018,anthonyllaban,0
2020-02-03 20:47:18+00:00,ichburak1,,0,0,42,I want to die,,Mon Feb 03 20:47:18 +0000 2020,,,,https://twitter.com/ichburak1/status/1224434208254259208,1.22443420825426E+018,1.06059864808038E+018,_ilaydaiscoming,2
2020-02-22 05:50:11+00:00,Braingetter,nibiru_TRUTH,0,0,17,im going to end it,,Sat Feb 22 05:50:11 +0000 2020,,,,https://twitter.com/Braingetter/status/1231093809993408512,1.23109380999341E+018,3547279636,violentlyepic,2
2020-02-27 01:15:09+00:00,moby_dickhead,,11,10,384,"We had so much fun filming #TrendingFear, &amp; 6 episodes feels like the perfect place to end it! Thanks so much to Jen, who shouldered the other half of hosting duties, and of course the amazing crew for making the show look so good. On to new adventures! We have big plans! ",,Thu Feb 27 01:15:09 +0000 2020,,#TrendingFear,,https://twitter.com/moby_dickhead/status/1232836535093022721,1.23283653509302E+018,163436555,violentlyepic,0
2020-02-26 03:08:35+00:00,larrydavidsson,,1,2,21,oh wow you’re watching the debate? well i’m watching a Goop Lab episode about energy healing and plotting how to kill myself,,Wed Feb 26 03:08:35 +0000 2020,,,,https://twitter.com/larrydavidsson/status/1232502691378671617,1.23250269137867E+018,554131530,violentlyepic,1
2020-02-28 16:59:19+00:00,cal_gif,clay_png,0,1,20,Then I would simply end my life,,Fri Feb 28 16:59:19 +0000 2020,,,,https://twitter.com/cal_gif/status/1233436531257495552,1.2334365312575E+018,9.29918032071315E+017,violentlyepic,1
2020-02-17 21:11:52+00:00,oprahfan25,,0,0,0,someone told me to kill myself on league,,Mon Feb 17 21:11:52 +0000 2020,,,,https://twitter.com/oprahfan25/status/1229513820235862017,1.22951382023586E+018,2802899083,violentlyepic,0
2020-02-20 05:00:13+00:00,kenpomeroy,UofLSheriff50,16,17,202,Entertaining presser including the complete non sequitur where Boeheim invokes my name about something I have nothing to do with and implies I am dumber than a kindergartner but mostly he makes good points.,,Thu Feb 20 05:00:13 +0000 2020,,,https://twitter.com/UofLSheriff50/status/1230330459797819392,https://twitter.com/kenpomeroy/status/1230356457754775552,1.23035645775478E+018,108186684,samdanes26,0
2020-02-23 16:39:17+00:00,Richie_l0c0,Ballislife,5,72,276,"Never play against people who hoop in jeans, they have nothing to lose",,Sun Feb 23 16:39:17 +0000 2020,,,https://twitter.com/Ballislife/status/1231592482028298242,https://twitter.com/Richie_l0c0/status/1231619550556241920,1.23161955055624E+018,463256612,samdanes26,0
2020-02-26 17:33:54+00:00,MichaelBaumann,,2,4,27,"Today's column: I'm getting tired of the Banging Scheme and the Betts Trade, so I wrote about five things to watch this March that have nothing to do with either of them.",,Wed Feb 26 17:33:54 +0000 2020,,,https://www.theringer.com/mlb/2020/2/26/21153322/mlb-spring-training-astros-mookie-betts-draft?utm_campaign=theringer&utm_content=chorus&utm_medium=social&utm_source=twitter,https://twitter.com/MichaelBaumann/status/1232720457687801862,1.2327204576878E+018,89553469,samdanes26,0
2020-02-25 16:59:44+00:00,trelyday23,WichitaChiefSam,0,0,1,I would actually kill myself if I was a Giants fan,,Tue Feb 25 16:59:44 +0000 2020,,,https://twitter.com/WichitaChiefSam/status/1232349029826166786,https://twitter.com/trelyday23/status/1232349472966967298,1.23234947296697E+018,8.00062349549965E+017,samdanes26,0
2020-02-28 15:36:17+00:00,Sheadixon,,0,7,28,"Mahmoud Abdul-Rauf joined @OTB_ESPN with great stories ahead of his jersey retirement at #LSU. Like his son wanting a 1-on-1 game + the Big 3 league. ""If you get the best of me, they will just say ‘the man is 51 years old’. So, I have nothing to lose.” https://tinyurl.com/wdkjcpl",@OTB_ESPN,Fri Feb 28 15:36:17 +0000 2020,,#LSU,https://tinyurl.com/wdkjcpl,https://twitter.com/Sheadixon/status/1233415632399609856,1.23341563239961E+018,23910455,samdanes26,0
2020-02-28 17:01:15+00:00,hmfaigen,JoeyARamirez,0,0,0,Lmaooooooooooo. I turned that game on in the second half last night because I hate myself.,,Fri Feb 28 17:01:15 +0000 2020,,,,https://twitter.com/hmfaigen/status/1233437014520786944,1.23343701452079E+018,345762803,samdanes26,0
2020-02-26 15:43:38+00:00,bartonsimmons,MichaelWBratton,1,0,3,Kelly Bryant is the only reasonable comp you have on that list. If Newman/Costello aren’t good it will have nothing to do with precedent set by the group you listed.,,Wed Feb 26 15:43:38 +0000 2020,,,,https://twitter.com/bartonsimmons/status/1232692706985594882,1.23269270698559E+018,29792826,samdanes26,0
2020-02-22 19:21:58+00:00,mgiannotto,,3,1,22,"This was all part of the plan, guys. Tigers only trail Houston, 8-5, and they got their scoring drought out of the way to start the game instead of to end it.",,Sat Feb 22 19:21:58 +0000 2020,,,,https://twitter.com/mgiannotto/status/1231298101740277762,1.23129810174028E+018,26650171,samdanes26,0
2020-02-13 23:08:22+00:00,ShowtimeTate,,2,32,275,End human slavery! I’m in it to END IT! @enditmovement,@enditmovement,Thu Feb 13 23:08:22 +0000 2020,,,,https://twitter.com/ShowtimeTate/status/1228093587612585984,1.22809358761259E+018,134985071,samdanes26,0
2020-02-20 23:59:10+00:00,JeffRatcliffe,aka_akadonblack,0,0,0,"You do know I have nothing to do with that social media internship that your citing here, right? I’m involved with the fantasy analyst position which is listed above the social media internship",,Thu Feb 20 23:59:10 +0000 2020,,,,https://twitter.com/JeffRatcliffe/status/1230643087212457986,1.23064308721246E+018,16801750,fballanalysis,0
2020-02-07 17:57:55+00:00,Lescarpenter,Lescarpenter,0,1,0,"Asked about a potential new Redskins stadium in DC, Bowser said: “I have nothing to add.”",,Fri Feb 07 17:57:55 +0000 2020,,,https://twitter.com/Lescarpenter/status/1225839280582512640,https://twitter.com/Lescarpenter/status/1225841130589360130,1.22584113058936E+018,153216512,fballanalysis,0
2020-02-01 15:40:44+00:00,Lescarpenter,,2,5,17,"""I'm tired of always hearing, 'He shows glimpses...'"" Good @kareemcopeland story on Derrius Guice's injury frustration.",@kareemcopeland,Sat Feb 01 15:40:44 +0000 2020,,,https://www.washingtonpost.com/sports/2020/01/31/redskins-derrius-guice-is-healthy-tired-talking-injuries-has-something-prove/,https://twitter.com/Lescarpenter/status/1223632280167550977,1.22363228016755E+018,153216512,fballanalysis,0
2020-01-29 01:30:23+00:00,gnarlymae,,1,1,13,i fucking ~don’t care~ about ~anything~ other than ~getting high~ and i ~want to die~,,Wed Jan 29 01:30:23 +0000 2020,,,,https://twitter.com/gnarlymae/status/1222331121209348096,1.22233112120935E+018,9.96953822542139E+017,gnarlymae,2
2020-02-10 07:44:32+00:00,tanamongeau,,68,342,16957,i was literally just shoe shopping rn deciding between one of two pair of shoes and in my head i go “but those are so kendall” and then back to myself about the other pair i go “but those are so kylie” ... i left my body i hate myself,,Mon Feb 10 07:44:32 +0000 2020,,,,https://twitter.com/tanamongeau/status/1226773930318319616,1.22677393031832E+018,779898205,gnarlymae,0
2020-02-23 16:41:28+00:00,cremijeur,,5,16,177,how the fuck do people take 1-2 hour naps. when i go to sleep i never wake up,,Sun Feb 23 16:41:28 +0000 2020,,,,https://twitter.com/cremijeur/status/1231620098848436227,1.23162009884844E+018,615501889,gnarlymae,0
2020-02-20 01:16:11+00:00,im_your_density,ttrapdoorlive,1,0,0,"wow what a greaaaat comeback ppl only block when they know they’re wrong and have nothing to say that counters your facts, if that makes you feel better",,Thu Feb 20 01:16:11 +0000 2020,,,,https://twitter.com/im_your_density/status/1230300079304691713,1.23030007930469E+018,3933028695,gnarlymae,0
2020-02-21 15:39:50+00:00,KelsoB13,,5,0,15,"I need to get something off my chest. If you've been seeing my tweets lately you probably noticed I'm going through some shit or just sad. Its true I am. My alcoholism is the worst it's been in a long time, I've relapsed. And truth is I tried to take my own life this last Tuesday",,Fri Feb 21 15:39:50 +0000 2020,,,,https://twitter.com/KelsoB13/status/1230879813432487936,1.23087981343249E+018,435952030,gnarlymae,0
2020-02-27 16:40:48+00:00,TMillgard,MacMillerMemoir,0,0,4,Ide kill myself if it meant he’d come back,,Thu Feb 27 16:40:48 +0000 2020,,,https://twitter.com/MacMillerMemoir/status/1232887441754927105,https://twitter.com/TMillgard/status/1233069482563850241,1.23306948256385E+018,475261549,italchicc,0
2020-02-18 16:22:38+00:00,iambrillyant,,19,1846,6012,love and location have nothing to do with each other. i can have love for you and still keep you at bay. sometimes self love is a little more important than how much love you may have for someone else.,,Tue Feb 18 16:22:38 +0000 2020,,,,https://twitter.com/iambrillyant/status/1229803419361255426,1.22980341936126E+018,233472077,italchicc,0
2020-02-25 16:45:46+00:00,yuhngcoco,,0,0,1,My life is so shitty that I want to kill myself but if I do my mom will be sad,,Tue Feb 25 16:45:46 +0000 2020,,,,https://twitter.com/yuhngcoco/status/1232345955887771648,1.23234595588777E+018,1126371992,italchicc,2
2020-02-25 16:45:46+00:00,yuhngcoco,,0,0,1,My life is so shitty that I want to kill myself but if I do my mom will be sad,,Tue Feb 25 16:45:46 +0000 2020,,,,https://twitter.com/yuhngcoco/status/1232345955887771648,1.23234595588777E+018,1126371992,italchicc,2
2020-02-28 10:01:13+00:00,blxcknicotine,,0,1162,1242,"Learn to be okay with people not knowing your part of the story. Just chill, you have nothing to prove to anyone.",,Fri Feb 28 10:01:13 +0000 2020,,,,https://twitter.com/blxcknicotine/status/1233331311781171201,1.23333131178117E+018,284197383,italchicc,0
2020-02-10 07:44:32+00:00,tanamongeau,,68,342,16954,i was literally just shoe shopping rn deciding between one of two pair of shoes and in my head i go “but those are so kendall” and then back to myself about the other pair i go “but those are so kylie” ... i left my body i hate myself,,Mon Feb 10 07:44:32 +0000 2020,,,,https://twitter.com/tanamongeau/status/1226773930318319616,1.22677393031832E+018,779898205,italchicc,0
2020-02-08 19:22:07+00:00,MYSOSEITY,,1,0,2,nah why am i sat next to people singing on my fucking bus i literally want to DIE the things i do for you @prxncesspaula,@prxncesspaula,Sat Feb 08 19:22:07 +0000 2020,,,,https://twitter.com/MYSOSEITY/status/1226224708003254272,1.22622470800325E+018,3344710641,italchicc,0
2020-02-26 19:06:55+00:00,peytnhaag,,43,1081,33188,i never understood this note until today i hate myself ,,Wed Feb 26 19:06:55 +0000 2020,,,,https://twitter.com/peytnhaag/status/1232743865838440453,1.23274386583844E+018,2513562288,italchicc,0
2020-02-16 01:18:49+00:00,TheSpartanite,canofvitamins,0,0,0,"Maybe not used up as much as cuz ur switching alters, the memory may be hazy. They have messed with ur eye, I felt mine hurt as I typed this out. Psychic ability is true human power they want to kill in all of us.",,Sun Feb 16 01:18:49 +0000 2020,,,,https://twitter.com/TheSpartanite/status/1228851191263657985,1.22885119126366E+018,288924786,italchicc,0
2020-01-28 15:22:22+00:00,meydii_,,0,0,6,why does everything hurt omg i hate myself,,Tue Jan 28 15:22:22 +0000 2020,,,,https://twitter.com/meydii_/status/1222178109333504001,1.2221781093335E+018,7.24085319184708E+017,italchicc,1
2020-01-15 22:39:31+00:00,foreignmofoz,,0,39,124,"ppl always say ""just be yourself"" like bro no i hate myself .. can I please be someone else for once",,Wed Jan 15 22:39:31 +0000 2020,,,,https://twitter.com/foreignmofoz/status/1217577079287558145,1.21757707928756E+018,1.07162184555477E+018,italchicc,1
2020-02-26 21:11:44+00:00,kaitlin_deanne,,20,136,4162,in lieu of a “woah this blew up i have nothing to plug” tweet here’s a picture i once took of a dog driving a boat,,Wed Feb 26 21:11:44 +0000 2020,,,,https://twitter.com/kaitlin_deanne/status/1232775275852726273,1.23277527585273E+018,969104618,italchicc,0
2020-02-25 00:03:50+00:00,INDIEWASHERE,curlyyonce,0,0,16,that also be it but amount of random verified accs that literally have nothing to do w me or my interests at all make thinks it bots but im just a massive cynic so i might be wrong lmao,,Tue Feb 25 00:03:50 +0000 2020,,,,https://twitter.com/INDIEWASHERE/status/1232093810999558145,1.23209381099956E+018,415851343,italchicc,0
2020-02-09 03:59:46+00:00,Tilishaaa,,1,0,0,Yo I had a dream my nigga cheated and I want to kill him right now ,,Sun Feb 09 03:59:46 +0000 2020,,,,https://twitter.com/Tilishaaa/status/1226354978501070848,1.22635497850107E+018,2504608976,italchicc,0
2020-01-07 03:45:48+00:00,cheyraine_,,0,0,2,me: already reading bachelor spoilers. i hate myself,,Tue Jan 07 03:45:48 +0000 2020,,,,https://twitter.com/cheyraine_/status/1214392667444011008,1.21439266744401E+018,2350720159,italchicc,0
2020-02-13 19:16:23+00:00,farringt0n,tomkin0b,0,0,8,"bestest friend in the whole wide world!!!!!!: hey are you okay? :) me, thinking about how much i want to die: yes",,Thu Feb 13 19:16:23 +0000 2020,,,,https://twitter.com/farringt0n/status/1228035204612313088,1.22803520461231E+018,804947858,italchicc,2
2020-02-28 22:59:57+00:00,gottaluvness69,,0,0,9,"""Aged Females could put on a little wig, do up their fingers and toes, put on a lil makeup and sweetness. But some of these old men can't even get an erection. Woman ain't have nothing to dead"" - Mummy",,Fri Feb 28 22:59:57 +0000 2020,,,,https://twitter.com/gottaluvness69/status/1233527285443178499,1.23352728544318E+018,41591631,italchicc,0
2020-02-28 18:43:53+00:00,beratings,,0,0,4,"anyone: why do you do this to yourself? me: 2 words, i hate myself them: that’s 3 words me: point still stands.",,Fri Feb 28 18:43:53 +0000 2020,,,,https://twitter.com/beratings/status/1233462845993558017,1.23346284599356E+018,425225495,italchicc,1
2020-02-09 17:54:33+00:00,lindseyleex,,0,0,9,me trying not to kill myself because there’s a parade outside of my work which means we’ll be busy my entire shift,,Sun Feb 09 17:54:33 +0000 2020,,,,https://twitter.com/lindseyleex/status/1226565061868752903,1.22656506186875E+018,2167131219,italchicc,1
2020-02-27 12:32:04+00:00,dumbricardo,prof_pius,26,543,2374,im single because no one deserves me and i hate myself.,,Thu Feb 27 12:32:04 +0000 2020,,,https://twitter.com/prof_pius/status/1232350484209504257,https://twitter.com/dumbricardo/status/1233006885193674752,1.23300688519367E+018,1327534237,italchicc,1
2020-02-26 07:19:47+00:00,dumbricardo,,5,986,2309,bro i hate myself goodnight,,Wed Feb 26 07:19:47 +0000 2020,,,,https://twitter.com/dumbricardo/status/1232565911057362944,1.23256591105736E+018,1327534237,italchicc,1
2020-02-24 02:00:57+00:00,dumbricardo,,0,124,447,"ill say hi to you when my heart is filled with love and i no longer care about pleasure, ill say hi when i no longer confess that everything to me has turned a shade of grey, ill say hi when i am able to enjoy my wake, ill say hi when i decide that i dont want to die today",,Mon Feb 24 02:00:57 +0000 2020,,,,https://twitter.com/dumbricardo/status/1231760897867055104,1.23176089786706E+018,1327534237,italchicc,2
2020-02-28 10:10:48+00:00,breathingback,,1,0,45,my dad just replied to my instagram story which means i officially stay up past when he wakes up for the next day i hate myself,,Fri Feb 28 10:10:48 +0000 2020,,,,https://twitter.com/breathingback/status/1233333723334160384,1.23333372333416E+018,256226152,italchicc,0
2020-02-10 00:43:37+00:00,dudeoverboard,,1,0,1,cant believe ive never been to street beet u guys : / it's like i hate myself or something,,Mon Feb 10 00:43:37 +0000 2020,,,,https://twitter.com/dudeoverboard/status/1226668003967881218,1.22666800396788E+018,362547990,italchicc,0
2020-02-02 02:37:02+00:00,dudeoverboard,,0,0,0,standing outside angry and cold until i feel satisfied instead of smoking i want to kill myself,,Sun Feb 02 02:37:02 +0000 2020,,,,https://twitter.com/dudeoverboard/status/1223797444254863360,1.22379744425486E+018,362547990,italchicc,2
2020-02-02 02:37:02+00:00,dudeoverboard,,0,0,0,standing outside angry and cold until i feel satisfied instead of smoking i want to kill myself,,Sun Feb 02 02:37:02 +0000 2020,,,,https://twitter.com/dudeoverboard/status/1223797444254863360,1.22379744425486E+018,362547990,italchicc,2
2020-02-13 05:56:34+00:00,Malackies,,0,1,8,If I kill myself I can’t be ugly anymore I’ll just be dead ,,Thu Feb 13 05:56:34 +0000 2020,,,,https://twitter.com/Malackies/status/1227833923973140480,1.22783392397314E+018,400493019,italchicc,1
2020-02-27 18:09:47+00:00,imnotenoughsrry,,1,53,130,What if I kill myself and I respawn,,Thu Feb 27 18:09:47 +0000 2020,,,,https://twitter.com/imnotenoughsrry/status/1233091874241552385,1.23309187424155E+018,1.10411387991382E+018,italchicc,0
2020-02-28 16:14:19+00:00,andriel_olaveee,,0,0,5,Totoo ba yung bulong sa patay? Kasi if oo ill tell my wish sa burol ng patay naming kapitbahay namin dito cuz I badly want to die,,Fri Feb 28 16:14:19 +0000 2020,,,,https://twitter.com/andriel_olaveee/status/1233425203956416517,1.23342520395642E+018,1.11839642985934E+018,elisiixn,3
2020-01-21 12:37:45+00:00,unxoreheartt,,4,134,372,I want to SCREAM I want to CRY I want to CUT I want to DIE,,Tue Jan 21 12:37:45 +0000 2020,,,,https://twitter.com/unxoreheartt/status/1219599966353539072,1.21959996635354E+018,1.09155132004406E+018,elisiixn,2
2020-01-20 11:08:28+00:00,unxoreheartt,,1,211,535,Three lies I'm tired of hearing: - I promise. - I love you. - I'm sorry,,Mon Jan 20 11:08:28 +0000 2020,,,,https://twitter.com/unxoreheartt/status/1219215109899243520,1.21921510989924E+018,1.09155132004406E+018,elisiixn,0
2020-01-16 11:09:35+00:00,unxoreheartt,,0,126,425,wish I could step out of my body and take my own damn pictures,,Thu Jan 16 11:09:35 +0000 2020,,,,https://twitter.com/unxoreheartt/status/1217765839690055680,1.21776583969006E+018,1.09155132004406E+018,elisiixn,0
2020-02-22 13:03:14+00:00,rjmxrell,,12,3893,5868,i’m too soft and i hate myself for that,,Sat Feb 22 13:03:14 +0000 2020,,,,https://twitter.com/rjmxrell/status/1231202791726702592,1.2312027917267E+018,2584598134,elisiixn,0
